lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source
L010400,2025-10-22,Technology,1-50,Supplier request,9.18,3,0,synthetic_demo
L011549,2025-10-22,Retail,51-200,Bulk order,3.01,1,0,synthetic_demo
L010605,2025-10-22,Retail,1-50,Product enquiry,3.59,1,0,synthetic_demo
L008072,2025-10-22,Healthcare,1001+,Price quote,13.55,5,1,synthetic_demo
L003298,2025-10-22,Healthcare,1-50,Product enquiry,14.74,3,0,synthetic_demo
L008402,2025-10-22,Manufacturing,51-200,Bulk order,7.54,0,0,synthetic_demo
L003988,2025-10-22,Retail,51-200,Supplier request,6.47,2,0,synthetic_demo
L007622,2025-10-22,Technology,201-1000,Product enquiry,12.57,3,0,synthetic_demo
L008264,2025-10-22,Construction,201-1000,Supplier request,7.51,3,0,synthetic_demo
L001528,2025-10-22,Retail,1-50,Supplier request,7.06,2,0,synthetic_demo
L008723,2025-10-22,Technology,1-50,Supplier request,20.74,1,0,synthetic_demo
L007984,2025-10-22,Construction,51-200,Price quote,12.42,3,1,synthetic_demo
L003338,2025-10-22,Construction,1-50,Supplier request,2.27,3,1,synthetic_demo
L003362,2025-10-22,Retail,51-200,Bulk order,37.06,4,0,synthetic_demo
L000729,2025-10-22,Retail,51-200,Supplier request,10.08,1,0,synthetic_demo
L005747,2025-10-22,Manufacturing,1001+,Price quote,4.77,1,0,synthetic_demo
L005451,2025-10-22,Manufacturing,51-200,Price quote,28.57,3,0,synthetic_demo
L011562,2025-10-22,Healthcare,201-1000,Bulk order,10.57,2,0,synthetic_demo
L003070,2025-10-22,Retail,51-200,Product enquiry,14.59,3,0,synthetic_demo
L007541,2025-10-22,Construction,1-50,Supplier request,12.03,6,0,synthetic_demo
L001602,2025-10-22,Manufacturing,1-50,Product enquiry,26.74,2,0,synthetic_demo
L004395,2025-10-22,Retail,1-50,Price quote,15.0,1,0,synthetic_demo
L000937,2025-10-22,Construction,51-200,Supplier request,5.67,2,0,synthetic_demo
L002912,2025-10-22,Manufacturing,51-200,Price quote,4.07,4,0,synthetic_demo
L002266,2025-10-22,Manufacturing,201-1000,Price quote,17.53,2,0,synthetic_demo
L008224,2025-10-22,Construction,201-1000,Price quote,5.57,1,1,synthetic_demo
L007222,2025-10-23,Manufacturing,1-50,Price quote,8.68,2,0,synthetic_demo
L009212,2025-10-23,Retail,1-50,Supplier request,3.66,2,0,synthetic_demo
L008786,2025-10-23,Manufacturing,51-200,Supplier request,12.2,3,0,synthetic_demo
L007166,2025-10-23,Retail,51-200,Price quote,7.7,1,0,synthetic_demo
L004211,2025-10-23,Technology,201-1000,Product enquiry,8.54,2,0,synthetic_demo
L011389,2025-10-23,Manufacturing,51-200,Product enquiry,2.11,1,0,synthetic_demo
L003675,2025-10-23,Technology,1-50,Product enquiry,17.23,2,0,synthetic_demo
L000558,2025-10-23,Healthcare,51-200,Product enquiry,10.29,5,0,synthetic_demo
L006361,2025-10-23,Retail,51-200,Product enquiry,8.38,1,0,synthetic_demo
L009568,2025-10-23,Technology,201-1000,Product enquiry,8.52,1,0,synthetic_demo
L005214,2025-10-23,Construction,1001+,Bulk order,3.37,1,0,synthetic_demo
L000032,2025-10-23,Construction,201-1000,Bulk order,26.48,1,0,synthetic_demo
L006456,2025-10-23,Technology,1001+,Product enquiry,4.85,2,1,synthetic_demo
L005255,2025-10-23,Technology,201-1000,Product enquiry,17.2,4,0,synthetic_demo
L005226,2025-10-23,Retail,1-50,Price quote,15.41,3,0,synthetic_demo
L006198,2025-10-23,Manufacturing,1-50,Price quote,2.96,3,1,synthetic_demo
L008389,2025-10-23,Retail,51-200,Bulk order,12.24,1,0,synthetic_demo
L007522,2025-10-23,Retail,1001+,Bulk order,19.43,2,1,synthetic_demo
L001284,2025-10-23,Healthcare,1-50,Product enquiry,11.95,2,1,synthetic_demo
L004258,2025-10-23,Retail,1-50,Product enquiry,20.94,3,0,synthetic_demo
L006160,2025-10-23,Construction,51-200,Price quote,9.1,5,0,synthetic_demo
L008860,2025-10-23,Manufacturing,1-50,Price quote,8.65,4,0,synthetic_demo
L001396,2025-10-23,Manufacturing,1001+,Supplier request,5.76,2,0,synthetic_demo
L004446,2025-10-23,Retail,201-1000,Price quote,7.34,1,0,synthetic_demo
L006906,2025-10-23,Technology,201-1000,Product enquiry,14.78,0,0,synthetic_demo
L008911,2025-10-23,Retail,1-50,Supplier request,7.42,0,0,synthetic_demo
L009141,2025-10-23,Retail,51-200,Supplier request,14.12,1,0,synthetic_demo
L011408,2025-10-23,Retail,51-200,Price quote,7.42,1,0,synthetic_demo
L001241,2025-10-23,Construction,1-50,Price quote,40.7,0,0,synthetic_demo
L010710,2025-10-23,Technology,1-50,Price quote,24.05,3,0,synthetic_demo
L005636,2025-10-23,Technology,201-1000,Bulk order,7.27,1,0,synthetic_demo
L007545,2025-10-23,Healthcare,1-50,Product enquiry,18.44,4,0,synthetic_demo
L005224,2025-10-23,Manufacturing,1-50,Price quote,11.83,2,0,synthetic_demo
L003482,2025-10-23,Technology,1-50,Supplier request,7.29,1,0,synthetic_demo
L004076,2025-10-23,Retail,51-200,Bulk order,3.56,4,1,synthetic_demo
L011252,2025-10-23,Technology,1001+,Bulk order,8.32,3,1,synthetic_demo
L008487,2025-10-24,Construction,1001+,Price quote,2.39,1,1,synthetic_demo
L004793,2025-10-24,Retail,51-200,Bulk order,7.42,5,0,synthetic_demo
L010740,2025-10-24,Retail,1-50,Bulk order,26.65,6,0,synthetic_demo
L010560,2025-10-24,Technology,1001+,Price quote,5.99,2,0,synthetic_demo
L001659,2025-10-24,Retail,51-200,Bulk order,25.17,1,0,synthetic_demo
L001757,2025-10-24,Manufacturing,1001+,Product enquiry,2.51,0,0,synthetic_demo
L009139,2025-10-24,Retail,1-50,Bulk order,1.92,0,0,synthetic_demo
L009189,2025-10-24,Technology,51-200,Product enquiry,17.05,3,0,synthetic_demo
L007539,2025-10-24,Manufacturing,1-50,Product enquiry,7.99,4,0,synthetic_demo
L005117,2025-10-24,Healthcare,51-200,Supplier request,5.95,3,1,synthetic_demo
L004286,2025-10-24,Manufacturing,201-1000,Bulk order,10.09,2,1,synthetic_demo
L006880,2025-10-24,Manufacturing,51-200,Product enquiry,2.14,0,0,synthetic_demo
L007049,2025-10-24,Healthcare,51-200,Price quote,6.73,1,0,synthetic_demo
L005015,2025-10-24,Manufacturing,201-1000,Supplier request,11.87,1,0,synthetic_demo
L011778,2025-10-24,Retail,201-1000,Price quote,26.71,0,0,synthetic_demo
L008560,2025-10-24,Construction,51-200,Supplier request,1.76,2,1,synthetic_demo
L005177,2025-10-24,Manufacturing,51-200,Product enquiry,8.61,2,0,synthetic_demo
L011121,2025-10-24,Construction,1001+,Bulk order,5.55,4,1,synthetic_demo
L009719,2025-10-24,Technology,51-200,Price quote,8.9,1,0,synthetic_demo
L010616,2025-10-24,Retail,201-1000,Price quote,20.39,1,0,synthetic_demo
L000152,2025-10-24,Construction,1001+,Product enquiry,5.39,0,0,synthetic_demo
L004369,2025-10-24,Manufacturing,51-200,Supplier request,12.81,2,0,synthetic_demo
L001251,2025-10-24,Manufacturing,201-1000,Price quote,6.81,3,1,synthetic_demo
L005420,2025-10-24,Retail,51-200,Price quote,14.43,3,0,synthetic_demo
L005884,2025-10-24,Construction,1-50,Product enquiry,5.8,0,0,synthetic_demo
L007751,2025-10-24,Construction,1-50,Price quote,23.63,1,0,synthetic_demo
L006218,2025-10-24,Technology,1-50,Product enquiry,7.03,1,0,synthetic_demo
L000818,2025-10-24,Healthcare,201-1000,Bulk order,7.7,3,0,synthetic_demo
L004072,2025-10-24,Healthcare,51-200,Supplier request,4.8,0,0,synthetic_demo
L008475,2025-10-24,Retail,201-1000,Price quote,6.88,3,1,synthetic_demo
L005619,2025-10-24,Healthcare,1001+,Price quote,6.27,3,1,synthetic_demo
L000217,2025-10-25,Manufacturing,51-200,Bulk order,4.06,3,0,synthetic_demo
L002384,2025-10-25,Manufacturing,1-50,Price quote,13.34,7,0,synthetic_demo
L005329,2025-10-25,Retail,1-50,Bulk order,7.93,2,0,synthetic_demo
L001696,2025-10-25,Healthcare,51-200,Product enquiry,16.01,3,0,synthetic_demo
L011835,2025-10-25,Manufacturing,51-200,Price quote,22.48,5,0,synthetic_demo
L001057,2025-10-25,Construction,1-50,Product enquiry,8.14,1,0,synthetic_demo
L009000,2025-10-25,Healthcare,1-50,Price quote,16.48,1,0,synthetic_demo
L006363,2025-10-25,Healthcare,1-50,Bulk order,11.05,1,0,synthetic_demo
L011410,2025-10-25,Manufacturing,1001+,Price quote,4.76,1,0,synthetic_demo
L010551,2025-10-25,Construction,201-1000,Price quote,2.66,1,0,synthetic_demo
L005586,2025-10-25,Construction,1001+,Bulk order,25.59,3,0,synthetic_demo
L003374,2025-10-25,Manufacturing,51-200,Price quote,17.03,2,0,synthetic_demo
L008167,2025-10-25,Technology,1-50,Bulk order,11.87,3,1,synthetic_demo
L002557,2025-10-25,Manufacturing,1-50,Bulk order,1.99,0,0,synthetic_demo
L000065,2025-10-25,Healthcare,51-200,Supplier request,15.65,1,1,synthetic_demo
L011993,2025-10-25,Construction,201-1000,Bulk order,11.3,3,0,synthetic_demo
L009676,2025-10-25,Manufacturing,201-1000,Bulk order,14.28,3,0,synthetic_demo
L004096,2025-10-25,Retail,51-200,Bulk order,10.65,2,0,synthetic_demo
L006243,2025-10-25,Manufacturing,51-200,Bulk order,8.41,3,0,synthetic_demo
L008792,2025-10-25,Construction,51-200,Product enquiry,13.6,1,0,synthetic_demo
L003695,2025-10-25,Technology,1001+,Supplier request,14.11,1,0,synthetic_demo
L002072,2025-10-25,Retail,201-1000,Supplier request,7.03,1,0,synthetic_demo
L006913,2025-10-25,Technology,1001+,Price quote,3.74,2,0,synthetic_demo
L011625,2025-10-25,Technology,51-200,Product enquiry,9.83,1,0,synthetic_demo
L000916,2025-10-25,Construction,1001+,Supplier request,4.68,1,1,synthetic_demo
L003181,2025-10-25,Construction,51-200,Product enquiry,7.52,0,1,synthetic_demo
L006523,2025-10-25,Manufacturing,1001+,Supplier request,5.33,5,1,synthetic_demo
L002192,2025-10-25,Healthcare,201-1000,Price quote,4.4,1,0,synthetic_demo
L007160,2025-10-25,Manufacturing,51-200,Product enquiry,3.18,4,1,synthetic_demo
L002950,2025-10-25,Construction,51-200,Bulk order,31.0,2,0,synthetic_demo
L003202,2025-10-25,Construction,51-200,Price quote,2.34,0,0,synthetic_demo
L004790,2025-10-25,Technology,1-50,Product enquiry,5.2,5,0,synthetic_demo
L001358,2025-10-25,Retail,1-50,Bulk order,25.94,2,0,synthetic_demo
L003431,2025-10-26,Healthcare,201-1000,Bulk order,1.51,4,0,synthetic_demo
L008288,2025-10-26,Construction,201-1000,Price quote,5.98,4,0,synthetic_demo
L003388,2025-10-26,Construction,1-50,Bulk order,10.64,5,1,synthetic_demo
L000413,2025-10-26,Manufacturing,1001+,Price quote,24.44,0,0,synthetic_demo
L001840,2025-10-26,Technology,51-200,Bulk order,2.66,2,0,synthetic_demo
L008836,2025-10-26,Manufacturing,201-1000,Price quote,1.53,1,0,synthetic_demo
L008275,2025-10-26,Manufacturing,201-1000,Supplier request,2.03,4,0,synthetic_demo
L007777,2025-10-26,Manufacturing,51-200,Product enquiry,5.67,2,0,synthetic_demo
L011294,2025-10-26,Healthcare,51-200,Bulk order,3.88,1,0,synthetic_demo
L007269,2025-10-26,Construction,51-200,Product enquiry,8.21,1,0,synthetic_demo
L005673,2025-10-26,Retail,51-200,Price quote,2.94,0,0,synthetic_demo
L008515,2025-10-26,Retail,201-1000,Product enquiry,16.81,1,0,synthetic_demo
L006603,2025-10-26,Retail,1-50,Price quote,7.66,3,1,synthetic_demo
L001789,2025-10-26,Construction,1-50,Price quote,12.78,2,0,synthetic_demo
L001399,2025-10-26,Healthcare,51-200,Bulk order,8.89,6,1,synthetic_demo
L004848,2025-10-26,Technology,1-50,Price quote,24.42,6,0,synthetic_demo
L007237,2025-10-26,Retail,201-1000,Bulk order,0.31,3,0,synthetic_demo
L006816,2025-10-26,Manufacturing,1001+,Price quote,7.92,1,0,synthetic_demo
L010128,2025-10-26,Construction,1-50,Supplier request,14.02,4,1,synthetic_demo
L011114,2025-10-26,Retail,51-200,Supplier request,14.84,4,0,synthetic_demo
L002618,2025-10-26,Construction,201-1000,Price quote,27.18,7,0,synthetic_demo
L008253,2025-10-26,Technology,51-200,Product enquiry,9.23,1,0,synthetic_demo
L009333,2025-10-26,Retail,1001+,Bulk order,7.73,2,1,synthetic_demo
L000324,2025-10-26,Healthcare,51-200,Product enquiry,11.76,0,0,synthetic_demo
L007882,2025-10-26,Manufacturing,51-200,Supplier request,3.41,2,0,synthetic_demo
L008465,2025-10-26,Technology,1-50,Price quote,4.37,2,0,synthetic_demo
L010423,2025-10-26,Retail,1-50,Bulk order,10.93,2,0,synthetic_demo
L000173,2025-10-26,Manufacturing,1-50,Supplier request,5.44,4,0,synthetic_demo
L009993,2025-10-26,Retail,201-1000,Supplier request,3.35,3,0,synthetic_demo
L011022,2025-10-26,Construction,51-200,Bulk order,5.63,2,0,synthetic_demo
L004269,2025-10-26,Technology,201-1000,Product enquiry,7.97,1,0,synthetic_demo
L000628,2025-10-26,Manufacturing,1-50,Bulk order,16.39,1,0,synthetic_demo
L005932,2025-10-26,Manufacturing,51-200,Product enquiry,1.13,6,0,synthetic_demo
L007543,2025-10-26,Healthcare,201-1000,Supplier request,10.52,8,0,synthetic_demo
L010784,2025-10-26,Manufacturing,1-50,Price quote,10.86,1,0,synthetic_demo
L004838,2025-10-26,Manufacturing,51-200,Product enquiry,27.61,3,0,synthetic_demo
L004532,2025-10-26,Retail,1-50,Bulk order,8.72,2,1,synthetic_demo
L010288,2025-10-26,Construction,1-50,Bulk order,2.73,6,0,synthetic_demo
L006553,2025-10-26,Technology,1-50,Price quote,12.51,4,0,synthetic_demo
L010971,2025-10-26,Healthcare,1-50,Price quote,13.28,3,1,synthetic_demo
L009027,2025-10-27,Technology,201-1000,Price quote,9.48,3,1,synthetic_demo
L002888,2025-10-27,Construction,201-1000,Price quote,10.62,2,0,synthetic_demo
L006039,2025-10-27,Manufacturing,201-1000,Bulk order,22.1,1,0,synthetic_demo
L010080,2025-10-27,Technology,201-1000,Supplier request,3.34,2,0,synthetic_demo
L004041,2025-10-27,Retail,1001+,Product enquiry,3.99,4,0,synthetic_demo
L004769,2025-10-27,Manufacturing,51-200,Supplier request,16.14,3,0,synthetic_demo
L009266,2025-10-27,Technology,51-200,Bulk order,8.73,1,0,synthetic_demo
L003544,2025-10-27,Manufacturing,51-200,Supplier request,27.87,0,1,synthetic_demo
L000118,2025-10-27,Technology,201-1000,Supplier request,2.9,2,0,synthetic_demo
L004457,2025-10-27,Manufacturing,201-1000,Price quote,4.86,3,1,synthetic_demo
L004335,2025-10-27,Technology,201-1000,Price quote,5.66,4,0,synthetic_demo
L011920,2025-10-27,Retail,51-200,Bulk order,15.12,2,0,synthetic_demo
L001328,2025-10-27,Healthcare,1-50,Supplier request,23.09,1,0,synthetic_demo
L009440,2025-10-27,Manufacturing,51-200,Price quote,23.64,1,0,synthetic_demo
L010134,2025-10-27,Technology,1-50,Bulk order,13.74,3,0,synthetic_demo
L008877,2025-10-27,Construction,1001+,Price quote,15.54,2,0,synthetic_demo
L010158,2025-10-27,Technology,1-50,Supplier request,2.66,2,0,synthetic_demo
L005734,2025-10-27,Construction,1-50,Price quote,4.79,1,0,synthetic_demo
L000289,2025-10-27,Healthcare,1001+,Price quote,4.74,1,1,synthetic_demo
L006306,2025-10-27,Manufacturing,201-1000,Product enquiry,3.47,6,1,synthetic_demo
L002742,2025-10-27,Technology,51-200,Price quote,12.02,2,0,synthetic_demo
L009129,2025-10-27,Retail,51-200,Product enquiry,11.17,3,0,synthetic_demo
L007757,2025-10-27,Manufacturing,1-50,Bulk order,5.68,4,0,synthetic_demo
L010082,2025-10-27,Manufacturing,1-50,Price quote,5.29,0,0,synthetic_demo
L007566,2025-10-27,Construction,51-200,Price quote,2.87,1,0,synthetic_demo
L010584,2025-10-27,Retail,201-1000,Price quote,12.36,0,0,synthetic_demo
L009061,2025-10-27,Construction,1001+,Product enquiry,4.74,3,0,synthetic_demo
L005481,2025-10-27,Manufacturing,51-200,Product enquiry,7.48,1,0,synthetic_demo
L001823,2025-10-27,Healthcare,51-200,Supplier request,12.38,1,0,synthetic_demo
L005687,2025-10-28,Manufacturing,1-50,Product enquiry,8.52,2,0,synthetic_demo
L007273,2025-10-28,Manufacturing,201-1000,Price quote,13.47,2,0,synthetic_demo
L009614,2025-10-28,Manufacturing,1-50,Price quote,6.01,2,0,synthetic_demo
L003245,2025-10-28,Manufacturing,1001+,Product enquiry,6.93,2,1,synthetic_demo
L010996,2025-10-28,Technology,51-200,Supplier request,34.38,4,0,synthetic_demo
L010290,2025-10-28,Manufacturing,1001+,Price quote,15.66,3,1,synthetic_demo
L002771,2025-10-28,Manufacturing,1-50,Bulk order,4.68,3,1,synthetic_demo
L002800,2025-10-28,Technology,51-200,Price quote,6.03,1,0,synthetic_demo
L009619,2025-10-28,Healthcare,201-1000,Supplier request,7.07,0,0,synthetic_demo
L008510,2025-10-28,Construction,51-200,Product enquiry,11.85,3,0,synthetic_demo
L009672,2025-10-28,Construction,51-200,Price quote,11.06,0,0,synthetic_demo
L004085,2025-10-28,Healthcare,201-1000,Price quote,7.92,5,1,synthetic_demo
L000988,2025-10-28,Manufacturing,1-50,Price quote,23.58,5,1,synthetic_demo
L011689,2025-10-28,Healthcare,1001+,Product enquiry,6.69,2,1,synthetic_demo
L007528,2025-10-28,Technology,201-1000,Price quote,6.76,4,0,synthetic_demo
L009499,2025-10-28,Construction,201-1000,Supplier request,18.15,3,0,synthetic_demo
L007920,2025-10-28,Retail,1001+,Price quote,19.95,2,1,synthetic_demo
L002291,2025-10-28,Construction,1001+,Bulk order,17.05,2,0,synthetic_demo
L004470,2025-10-28,Manufacturing,1-50,Product enquiry,16.34,1,0,synthetic_demo
L005999,2025-10-28,Construction,201-1000,Price quote,9.0,4,0,synthetic_demo
L007551,2025-10-28,Construction,201-1000,Price quote,5.46,1,0,synthetic_demo
L007202,2025-10-28,Retail,51-200,Product enquiry,6.73,3,0,synthetic_demo
L009762,2025-10-29,Manufacturing,1001+,Price quote,4.25,0,1,synthetic_demo
L005445,2025-10-29,Construction,201-1000,Product enquiry,5.47,3,0,synthetic_demo
L006962,2025-10-29,Manufacturing,1-50,Product enquiry,16.25,2,0,synthetic_demo
L009656,2025-10-29,Technology,1-50,Product enquiry,2.71,3,0,synthetic_demo
L006741,2025-10-29,Healthcare,201-1000,Product enquiry,6.75,2,0,synthetic_demo
L004455,2025-10-29,Healthcare,1-50,Product enquiry,10.42,3,0,synthetic_demo
L010256,2025-10-29,Retail,201-1000,Bulk order,3.02,1,0,synthetic_demo
L002224,2025-10-29,Manufacturing,1001+,Product enquiry,17.07,4,1,synthetic_demo
L010625,2025-10-29,Healthcare,1-50,Bulk order,13.62,1,1,synthetic_demo
L004415,2025-10-29,Manufacturing,51-200,Supplier request,1.76,1,0,synthetic_demo
L005275,2025-10-29,Retail,1-50,Product enquiry,22.64,3,0,synthetic_demo
L008627,2025-10-29,Retail,1-50,Price quote,14.94,0,0,synthetic_demo
L011018,2025-10-29,Retail,51-200,Price quote,13.42,2,0,synthetic_demo
L000991,2025-10-29,Healthcare,51-200,Price quote,17.99,3,0,synthetic_demo
L010845,2025-10-29,Manufacturing,201-1000,Price quote,12.46,4,1,synthetic_demo
L002327,2025-10-29,Manufacturing,51-200,Product enquiry,18.21,3,0,synthetic_demo
L004403,2025-10-29,Manufacturing,201-1000,Price quote,18.25,0,0,synthetic_demo
L004675,2025-10-29,Technology,51-200,Bulk order,6.2,1,0,synthetic_demo
L001220,2025-10-29,Manufacturing,51-200,Product enquiry,5.48,5,0,synthetic_demo
L011699,2025-10-29,Technology,201-1000,Price quote,4.62,1,0,synthetic_demo
L005641,2025-10-29,Retail,201-1000,Bulk order,0.98,3,0,synthetic_demo
L000932,2025-10-29,Retail,51-200,Bulk order,24.71,4,0,synthetic_demo
L001377,2025-10-29,Technology,1-50,Bulk order,3.45,2,0,synthetic_demo
L008094,2025-10-29,Construction,1-50,Product enquiry,7.29,1,0,synthetic_demo
L008090,2025-10-29,Manufacturing,51-200,Product enquiry,4.04,1,0,synthetic_demo
L010335,2025-10-29,Manufacturing,51-200,Product enquiry,10.19,3,0,synthetic_demo
L010818,2025-10-29,Technology,51-200,Supplier request,5.84,0,0,synthetic_demo
L000055,2025-10-29,Technology,1001+,Price quote,4.79,2,0,synthetic_demo
L000777,2025-10-29,Healthcare,51-200,Product enquiry,7.64,0,0,synthetic_demo
L007846,2025-10-29,Retail,51-200,Product enquiry,9.44,6,0,synthetic_demo
L006618,2025-10-29,Construction,51-200,Product enquiry,11.42,2,0,synthetic_demo
L003441,2025-10-29,Manufacturing,51-200,Supplier request,10.9,3,0,synthetic_demo
L005576,2025-10-29,Manufacturing,51-200,Price quote,6.8,5,0,synthetic_demo
L004825,2025-10-29,Retail,1-50,Price quote,6.15,3,0,synthetic_demo
L009544,2025-10-29,Healthcare,1-50,Price quote,15.05,1,0,synthetic_demo
L010064,2025-10-30,Manufacturing,1-50,Product enquiry,15.74,3,0,synthetic_demo
L004601,2025-10-30,Healthcare,51-200,Product enquiry,23.53,2,0,synthetic_demo
L009938,2025-10-30,Retail,1-50,Supplier request,17.95,4,0,synthetic_demo
L001705,2025-10-30,Retail,1-50,Product enquiry,5.03,1,0,synthetic_demo
L004633,2025-10-30,Retail,1-50,Product enquiry,6.08,1,0,synthetic_demo
L000588,2025-10-30,Retail,51-200,Product enquiry,10.04,4,0,synthetic_demo
L009853,2025-10-30,Retail,1-50,Product enquiry,6.95,1,0,synthetic_demo
L007901,2025-10-30,Retail,51-200,Bulk order,15.81,2,0,synthetic_demo
L010698,2025-10-30,Healthcare,1-50,Price quote,6.31,2,0,synthetic_demo
L004772,2025-10-30,Retail,1001+,Price quote,22.63,1,1,synthetic_demo
L011048,2025-10-30,Retail,51-200,Price quote,12.14,9,0,synthetic_demo
L008193,2025-10-30,Manufacturing,201-1000,Price quote,14.87,1,0,synthetic_demo
L009341,2025-10-30,Manufacturing,201-1000,Price quote,10.81,1,1,synthetic_demo
L009729,2025-10-30,Healthcare,201-1000,Price quote,13.71,1,0,synthetic_demo
L007072,2025-10-30,Manufacturing,1001+,Supplier request,27.98,2,0,synthetic_demo
L000844,2025-10-30,Retail,1-50,Supplier request,6.38,6,1,synthetic_demo
L006616,2025-10-30,Manufacturing,51-200,Product enquiry,8.69,3,0,synthetic_demo
L009041,2025-10-30,Manufacturing,51-200,Bulk order,7.97,0,0,synthetic_demo
L003215,2025-10-30,Manufacturing,1-50,Price quote,7.73,2,0,synthetic_demo
L010671,2025-10-30,Manufacturing,51-200,Bulk order,10.04,3,0,synthetic_demo
